timestamp,simple-path,time
2021-12-12 15:57:57.347,/master/welcome,81
2021-12-12 15:57:57.395,/master/welcome,22
2021-12-12 15:59:27.538,/master/welcome,34
2021-12-12 15:59:27.577,/master/welcome,28
2021-12-12 16:00:57.683,/master/welcome,28
2021-12-12 16:00:57.719,/master/welcome,24
2021-12-12 16:02:27.81,/master/welcome,28
2021-12-12 16:02:27.844,/master/welcome,23
